0.13456714, -0.077114135
-0.21472594, -0.08527754
0.15591341, 0.069631815
0.014670819, 0.06411773
-0.107621655, 0.22532195
0.26412588, -0.116445765
-0.22791314, -0.044834018
-0.07124223, -0.28215548
0.2712875, -0.11488855
-0.0253959, -0.18017158
0.20766318, -0.064438686
-0.009186447, -0.04972014
0.25410813, -0.11572869
0.22524261, 0.119404584
0.19120121, 0.029557645
0.18423659, 0.05482018
-0.29051936, -0.057948664
0.15408796, 0.18457359
0.008389413, -0.0812794
0.10783276, -0.07998183
-0.25397968, -0.12383616
0.08327976, 0.25677234
0.043459922, 0.24205077
-0.019016534, -0.08173488
-0.1657908, -0.21657644
-0.14740492, 0.033207625
0.11646727, 0.10974023
-0.12453453, -0.10284175
-0.05504079, 0.20745999
-0.13684651, -0.1753043
0.17543638, -0.041168958
-0.21034169, 0.06473759
-0.068861604, -0.085632995
0.27418143, -0.015137285
0.25606108, 0.11576909
0.25819886, 0.015795857
0.112819046, -0.24476483
-0.13848484, 0.105207235
0.0959273, 0.28248847
-0.037118465, 0.057500303
0.09519109, 0.12840378
0.027084947, 0.14795005
-0.05821158, 0.15048063
0.10058099, -0.2754258
0.05011642, 0.18613869
0.16231114, -0.16718388
-0.106576234, -0.18568674
0.12520957, -0.011465818
0.25321013, 0.014065325
0.049414784, 0.075391114
0.17646086, -0.20029554
-0.28399688, -0.051244333
-0.092038974, 0.25338995
-0.03887093, -0.07236329
0.24922103, -0.10237399
-0.042375892, 0.1320507
-0.15858346, -0.08319941
-0.09796682, 0.12909412
0.06714928, -0.19049138
-0.2164093, 0.011967808
0.16825837, -0.2299118
-0.04830405, 0.022065341
0.20952612, -0.03652683
0.18600094, 0.22507077
-0.11479181, 0.06569946
-0.24367525, 0.020969808
-0.22577684, -0.15371266
0.05465707, 0.04176855
-0.06749207, -0.12895781
0.11192548, -0.22211817
0.049998403, 0.28369838
0.025307745, 0.09988698
-0.04332915, -0.14683448
-0.09375861, 0.24444228
-0.093766615, -0.12802714
0.044928163, -0.21097276
-0.10015017, -0.20129968
-0.036909163, 0.22819853
0.20615393, -0.07738702
0.0030183792, 0.008939862
0.0844979, -0.056501016
0.25020045, -0.084028095
-0.084586605, 0.16032135
0.24849081, 0.04890138
0.20009768, 0.19828093
-0.21797617, -0.15713458
0.111058235, -0.23420423
-0.10274109, 0.047567517
0.14559141, -0.2534319
-0.09034556, -0.24289471
-0.22446615, 0.18295205
-0.12159181, 0.2675749
-0.05385515, -0.013101488
0.15781075, 0.08855015
0.12273863, -0.2288713
0.10982624, 0.23897374
0.29301578, 0.03580427
0.25016516, -0.060250074
0.122671574, -0.09234691
-0.2497205, -0.05713369
-0.53311384, 0.74951327
-1.0246503, 0.809268
-0.747808, 0.827605
-1.0316309, 0.6247071
-0.8748291, 0.559351
-0.7876739, 0.5340285
-0.6797135, 0.63077116
