-1.7687685, 1.3193848, C1
-0.53162706, 1.5027654, C3
0.7972846, -0.016560435, C1
0.70862913, -0.009404421, C1
0.7345414, 0.58830047, C2
0.7962854, -1.078407, C3
-1.3447111, 1.6750607, C1
0.28443503, -0.44149244, C1
0.79867935, -1.883325, C1
1.1177313, 1.1905882, C2
0.31337523, 0.115599394, C1
-1.0931736, 0.88230014, C3
-1.4860084, -1.6893008, C1
-0.1286391, 1.870991, C1
-0.010275722, -0.11041784, C1
-1.270745, 0.7467215, C1
0.7517805, -1.9707202, C1
1.8852656, -0.33965075, C1
1.8177171, 1.9685771, C1
0.8487427, 0.76244617, C2
0.77011704, 1.3952966, C2
-0.06292796, 1.7794166, C1
-1.6334636, -1.3909097, C1
-1.7944069, 1.6220291, C1
-1.0574723, 1.7289195, C1
0.7402618, -0.56771314, C3
0.54276156, 1.8701615, C1
1.7597787, 0.12803125, C1
0.50264144, -1.2585773, C3
-1.0415998, 1.2708247, C3
-1.4020584, 0.15954423, C1
1.2185771, 0.70551825, C2
0.069327354, 0.46334267, C1
0.7386482, 1.9625161, C1
-0.14363265, -1.7456905, C1
0.25005364, -0.63673806, C1
-0.47110784, -1.875641, C1
1.3112798, 1.9820547, C1
1.0371213, 1.1368234, C2
0.3926263, 0.72322655, C2
1.0835865, 1.8739402, C1
-1.7571329, 1.2412951, C1
1.0949802, -0.039732933, C1
-1.4577724, 1.876303, C1
0.5689697, -0.088419914, C1
1.6173997, -1.2003517, C3
-0.3541479, 1.9892097, C1
-1.5745358, -1.1762433, C2
0.116607904, 1.5033631, C1
-1.1882172, 1.4575567, C3
-0.52583015, -0.12976933, C1
-1.7503045, -0.07151663, C1
0.07313347, -0.20237184, C1
0.9100232, 0.14938092, C1
1.66203, 1.5751693, C1
1.2391074, -0.7120786, C3
-1.3181365, 1.5766635, C3
0.9838369, -0.36115265, C3
1.2928474, 0.6453166, C2
1.5196068, -0.10864997, C1
-0.7310147, 0.03364873, C1
0.87652564, 1.6801424, C2
0.16591573, 1.6487012, C1
-1.3352194, -0.5616963, C2
-0.9472692, -1.2555268, C2
-1.2783533, -0.19918787, C1
-1.7475034, -0.57539773, C1
0.22016287, -0.048038363, C1
-0.3489735, 1.5925908, C1
-0.6916424, -1.5311886, C2
0.6889305, -1.0104873, C3
0.26371026, 0.9616306, C1
-0.27923417, 0.1617341, C1
-1.9887432, 1.5253682, C1
0.5377414, 0.15700507, C1
1.1766481, -0.88819003, C3
-1.6198323, -1.0439038, C2
-1.1658671, 1.2777641, C3
-1.0061696, 0.18029404, C1
1.9307532, -0.6381589, C1
0.8845942, -0.35950255, C3
-0.1057601, -0.6482928, C1
-1.8504169, -1.3792329, C1
-0.21435595, 0.74976134, C1
0.06576824, 0.21408916, C1
1.8165452, -0.7183459, C1
1.1200862, -1.4416478, C3
1.1328123, 1.7467484, C1
0.76449394, -0.61969066, C1
-0.30414307, -1.7907349, C1
-1.632369, -1.2496935, C2
0.26188135, -0.85559106, C1
-1.9122134, -0.30691588, C1
1.4788198, 1.625108, C1
0.91329837, -1.4061272, C1
-1.2610128, -0.46381986, C2
0.72275496, -1.0353079, C3
0.95747304, -1.1331977, C3
-1.217342, -0.7047949, C2
0.87718344, -1.3437734, C3
0.22161293, 0.17422342, C1
0.43139744, 1.7379761, C1
0.10247421, 1.0920765, C1
-1.2355745, 0.5644915, C1
1.9948862, -1.0627542, C1
-0.6335627, 0.836735, C3
1.5658066, -0.61890185, C3
0.23595667, -0.3050877, C1
1.4731734, 1.8670657, C1
0.33455992, -1.2202224, C1
0.2139957, 0.3015294, C1
-1.7451887, 0.9353404, C1
1.9617527, -1.0641229, C1
1.5216293, -1.1811435, C1
-1.2342243, 0.18722725, C1
